date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:37:43	93932/93932	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Dec%202018%2019:28:06%20GMT	https://www.sigmato.com/images/bg-inner2.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/bg-inner2.jpg	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:43	107608/107608	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Oct%202021%2010:17:44%20GMT	https://www.sigmato.com/images/featured-bg.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/featured-bg.png	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:43	28253/28253	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Oct%202021%2009:32:40%20GMT	https://www.sigmato.com/images/featured-bg-2.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/featured-bg-2.jpg	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:43	129081/129081	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Jul%202019%2019:47:15%20GMT	https://www.sigmato.com/images/banner-five.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/banner-five.jpg	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:44	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Aug%202021%2010:50:43%20GMT	https://www.sigmato.com/css/grabbing.png	C:/My%20Web%20Sites/test/www.sigmato.com/css/grabbing.png	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:44	1517/1517	---M--	200	added ('OK')	image/gif	date:Sun,%2031%20Jan%202016%2005:26:54%20GMT	https://www.sigmato.com/images/AjaxLoader.gif	C:/My%20Web%20Sites/test/www.sigmato.com/images/AjaxLoader.gif	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:44	183127/183127	---M--	200	added ('OK')	image/jpeg	date:Sun,%2011%20Sep%202016%2020:12:20%20GMT	https://www.sigmato.com/images/sections/siginfo.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/sections/siginfo.jpg	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:44	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Aug%202021%2010:50:43%20GMT	https://www.sigmato.com/images/sections/type.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/sections/type.jpg	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:44	64399/64399	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Feb%202016%2011:03:47%20GMT	https://www.sigmato.com/images/services/services-bg.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/services/services-bg.jpg	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:45	89646/89646	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Feb%202016%2011:04:12%20GMT	https://www.sigmato.com/images/about/about-bg.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/about/about-bg.jpg	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:45	1147801/1147801	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2004%20Apr%202021%2008:07:27%20GMT	https://www.sigmato.com/images/footer-bg.svg	C:/My%20Web%20Sites/test/www.sigmato.com/images/footer-bg.svg	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:45	112773/112773	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Sep%202021%2006:10:51%20GMT	https://www.sigmato.com/images/sigmato-mobile-banner-promo.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/sigmato-mobile-banner-promo.jpg	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:45	18154/18154	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Apr%202020%2012:39:25%20GMT	https://www.sigmato.com/images/icons/seopkg-check.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/icons/seopkg-check.png	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:46	545/545	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Apr%202020%2012:38:17%20GMT	https://www.sigmato.com/images/icons/seopkg-close.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/icons/seopkg-close.png	(from https://www.sigmato.com/css/theme.css?v=7)
13:37:46	34766/34766	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2010:02:50%20GMT	https://www.sigmato.com/images/team/29.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/team/29.jpg	(from https://www.sigmato.com/about.php)
13:37:46	36883/36883	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2010:02:54%20GMT	https://www.sigmato.com/images/team/30.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/team/30.jpg	(from https://www.sigmato.com/about.php)
13:37:46	101864/101864	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2010:02:48%20GMT	https://www.sigmato.com/images/team/28.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/team/28.jpg	(from https://www.sigmato.com/about.php)
13:37:46	28872/28872	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2010:02:46%20GMT	https://www.sigmato.com/images/team/26.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/team/26.jpg	(from https://www.sigmato.com/about.php)
13:37:47	39745/39745	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2010:02:43%20GMT	https://www.sigmato.com/images/team/25.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/team/25.jpg	(from https://www.sigmato.com/about.php)
13:37:47	62237/62237	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2010:02:34%20GMT	https://www.sigmato.com/images/team/21.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/team/21.jpg	(from https://www.sigmato.com/about.php)
13:37:47	33828/33828	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Oct%202021%2010:02:36%20GMT	https://www.sigmato.com/images/team/23.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/team/23.jpg	(from https://www.sigmato.com/about.php)
13:37:48	327337/327337	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2013:14:32%20GMT	https://www.sigmato.com/images/team/Sneha.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/team/Sneha.png	(from https://www.sigmato.com/about.php)
13:37:48	272341/272341	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2013:14:39%20GMT	https://www.sigmato.com/images/team/Tanushree.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/team/Tanushree.png	(from https://www.sigmato.com/about.php)
13:37:48	419892/419892	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2013:14:29%20GMT	https://www.sigmato.com/images/team/Jeniva.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/team/Jeniva.png	(from https://www.sigmato.com/about.php)
13:37:48	71607/71607	---M--	200	added ('OK')	text/css	date:Thu,%2007%20Oct%202021%2009:29:12%20GMT	https://www.sigmato.com/css/theme.css?v=2.1	C:/My%20Web%20Sites/test/www.sigmato.com/css/themef195.css	(from https://www.sigmato.com/design-and-user-experiences.php)
13:37:49	2922/2922	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202019%2011:58:52%20GMT	https://www.sigmato.com/images/ham.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/ham.png	(from https://www.sigmato.com/design-and-user-experiences.php)
13:37:49	3160/3160	---M--	200	added ('OK')	image/png	date:Wed,%2008%20May%202019%2011:58:48%20GMT	https://www.sigmato.com/images/ham-close.png	C:/My%20Web%20Sites/test/www.sigmato.com/images/ham-close.png	(from https://www.sigmato.com/design-and-user-experiences.php)
13:37:49	74129/74129	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20May%202019%2014:50:19%20GMT	https://www.sigmato.com/images/split-1.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/split-1.jpg	(from https://www.sigmato.com/design-and-user-experiences.php)
13:37:49	95786/95786	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js	C:/My%20Web%20Sites/test/ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js	(from https://www.sigmato.com/design-and-user-experiences.php)
13:37:50	24933/24933	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Nov%202018%2019:22:52%20GMT	https://www.sigmato.com/images/ux-design.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/ux-design.jpg	(from https://www.sigmato.com/design-and-user-experiences.php)
13:37:50	41484/41484	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Nov%202018%2019:54:31%20GMT	https://www.sigmato.com/images/webdesign.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/webdesign.jpg	(from https://www.sigmato.com/design-and-user-experiences.php)
13:37:50	198206/198206	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Nov%202018%2019:04:08%20GMT	https://www.sigmato.com/images/print.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/print.jpg	(from https://www.sigmato.com/design-and-user-experiences.php)
13:37:51	134602/134602	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Nov%202018%2019:46:39%20GMT	https://www.sigmato.com/images/packaging.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/packaging.jpg	(from https://www.sigmato.com/design-and-user-experiences.php)
13:37:51	56016/56016	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Nov%202018%2020:12:32%20GMT	https://www.sigmato.com/images/prototype.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/prototype.jpg	(from https://www.sigmato.com/design-and-user-experiences.php)
13:37:51	210201/210201	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2007:23:58%20GMT	https://www.sigmato.com/images/uiux/smartphone-mockup-ui-ux.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/uiux/smartphone-mockup-ui-ux.jpg	(from https://www.sigmato.com/ui-ux-design.php)
13:37:51	34443/34443	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2007:30:45%20GMT	https://www.sigmato.com/images/uiux/uiux-3.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/uiux/uiux-3.jpg	(from https://www.sigmato.com/ui-ux-design.php)
13:37:52	48999/48999	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2007:29:02%20GMT	https://www.sigmato.com/images/uiux/uiux-2.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/uiux/uiux-2.jpg	(from https://www.sigmato.com/ui-ux-design.php)
13:37:52	45554/45554	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2007:32:59%20GMT	https://www.sigmato.com/images/uiux/uiux-4.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/uiux/uiux-4.jpg	(from https://www.sigmato.com/ui-ux-design.php)
13:37:52	35943/35943	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2007:34:27%20GMT	https://www.sigmato.com/images/uiux/uiux-5.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/uiux/uiux-5.jpg	(from https://www.sigmato.com/ui-ux-design.php)
13:37:52	44803/44803	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2007:34:23%20GMT	https://www.sigmato.com/images/uiux/uiux-6.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/uiux/uiux-6.jpg	(from https://www.sigmato.com/ui-ux-design.php)
13:37:52	50684/50684	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2007:40:38%20GMT	https://www.sigmato.com/images/uiux/uiux-7.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/uiux/uiux-7.jpg	(from https://www.sigmato.com/ui-ux-design.php)
13:37:53	73327/73327	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2007:40:38%20GMT	https://www.sigmato.com/images/uiux/uiux-8.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/uiux/uiux-8.jpg	(from https://www.sigmato.com/ui-ux-design.php)
13:37:53	93638/93638	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2007:42:51%20GMT	https://www.sigmato.com/images/uiux/uiux-9.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/uiux/uiux-9.jpg	(from https://www.sigmato.com/ui-ux-design.php)
13:37:53	39978/39978	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2007:42:51%20GMT	https://www.sigmato.com/images/uiux/uiux-10.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/uiux/uiux-10.jpg	(from https://www.sigmato.com/ui-ux-design.php)
13:37:54	71607/71607	---M--	200	added ('OK')	text/css	date:Thu,%2007%20Oct%202021%2009:29:12%20GMT	https://www.sigmato.com/css/theme.css?v=2	C:/My%20Web%20Sites/test/www.sigmato.com/css/theme5e1f.css	(from https://www.sigmato.com/webdesigning.php)
13:37:54	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Tue,%2002%20Nov%202021%2017:39:06%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/test/www.google-analytics.com/analytics.js	(from https://www.sigmato.com/webdesigning.php)
13:37:54	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2012%20Jan%202022%2008:07:54%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/test/www.googletagmanager.com/gtm.795445.delayed	(from https://www.sigmato.com/webdesigning.php)
13:37:55	87205/87205	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2008:59:40%20GMT	https://www.sigmato.com/images/webdesign/webdesign-1.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/webdesign/webdesign-1.jpg	(from https://www.sigmato.com/branding-graphic-design.php)
13:37:55	84232/84232	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2008:59:40%20GMT	https://www.sigmato.com/images/webdesign/webdesign-2.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/webdesign/webdesign-2.jpg	(from https://www.sigmato.com/branding-graphic-design.php)
13:37:55	484543/484543	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2008:59:42%20GMT	https://www.sigmato.com/images/webdesign/webdesign-6.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/webdesign/webdesign-6.jpg	(from https://www.sigmato.com/branding-graphic-design.php)
13:37:55	83212/83212	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2008:59:40%20GMT	https://www.sigmato.com/images/webdesign/webdesign-3.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/webdesign/webdesign-3.jpg	(from https://www.sigmato.com/branding-graphic-design.php)
13:37:55	82643/82643	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2008:59:41%20GMT	https://www.sigmato.com/images/webdesign/webdesign-4.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/webdesign/webdesign-4.jpg	(from https://www.sigmato.com/branding-graphic-design.php)
13:37:56	216237/216237	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2008:59:41%20GMT	https://www.sigmato.com/images/webdesign/webdesign-5.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/webdesign/webdesign-5.jpg	(from https://www.sigmato.com/branding-graphic-design.php)
13:37:56	59905/59905	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2007:55:19%20GMT	https://www.sigmato.com/images/packaging/package-1.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/packaging/package-1.jpg	(from https://www.sigmato.com/packaging-design.php)
13:37:56	18909/18909	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2008:32:41%20GMT	https://www.sigmato.com/images/packaging/package-7.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/packaging/package-7.jpg	(from https://www.sigmato.com/packaging-design.php)
13:37:56	139022/139022	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Apr%202021%2008:03:44%20GMT	https://www.sigmato.com/images/packaging/package-3.jpg	C:/My%20Web%20Sites/test/www.sigmato.com/images/packaging/package-3.jpg	(from https://www.sigmato.com/packaging-design.php)
